Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area,FICO_Score,Loan_To_Value,Liquid_Assets,Total_Debt,Net_Worth,Status
Male,Yes,2,Graduate,Yes,1750000,0,40000000,360,1,Rural,690,0.06,7000000,553095,15750000,Y
Male,Yes,0,Graduate,No,377500,0,11000000,360,1,Semiurban,654,0.08,0,281771,3775000,Y
Male,Yes,1,Not Graduate,No,528500,143000,16100000,360,0,Semiurban,680,0.09,528500,233060,2642500,Y
Male,No,1,Not Graduate,No,267900,130200,9400000,360,1,Semiurban,720,0.07,1339500,162875,1071600,Y
Male,No,0,Not Graduate,No,678300,0,13000000,360,1,Semiurban,681,0.06,2034900,430220,1356600,Y
Male,Yes,0,Graduate,No,102500,550000,21600000,360,,Rural,651,0.08,102500,100534,1025000,Y
Male,Yes,3+,Graduate,No,428100,0,10000000,360,1,Urban,701,0.08,0,82024,3424800,Y
Male,No,2,Graduate,No,358800,0,11000000,360,0,Rural,521,0.04,240554,2870400,138874,N
Male,No,1,Graduate,No,1125000,0,19600000,360,,Semiurban,556,0.06,726345,6750000,1009641,N
Female,No,0,Not Graduate,Yes,1816500,0,12500000,360,1,Urban,681,0.09,3633000,498213,10899000,Y
Male,No,0,Not Graduate,,255000,204200,12600000,360,1,Rural,689,0.09,1020000,153416,2040000,Y
Male,Yes,0,Graduate,No,613300,390600,32400000,360,1,Urban,703,0.09,0,425596,3066500,Y
Male,No,2,Graduate,No,361700,0,10700000,360,1,Semiurban,663,0.07,361700,125550,1085100,Y
Male,Yes,0,Not Graduate,No,291700,53600,6600000,360,1,Rural,424,0.05,166541,0,95853,N
Male,Yes,3+,Graduate,No,641700,0,15700000,180,1,Rural,680,0.05,641700,70249,4491900,Y
Female,Yes,1,Graduate,No,460800,284500,14000000,180,1,Semiurban,696,0.07,460800,193496,3225600,Y
Female,No,0,Graduate,No,213800,0,9900000,360,0,Semiurban,682,0.03,107683,1282800,174609,N
Female,No,1,Graduate,,365200,0,9500000,360,1,Semiurban,683,0.05,0,125942,2921600,Y
Male,Yes,1,Not Graduate,No,223900,252400,12800000,360,1,Urban,683,0.07,895600,80040,1119500,Y
Female,Yes,0,Not Graduate,No,301700,66300,10200000,360,,Semiurban,664,0.09,603400,37768,905100,Y
Male,Yes,0,Graduate,No,276800,195000,15500000,360,1,Rural,695,0.05,830400,131221,1107200,Y
Male,No,0,Not Graduate,No,335800,0,8000000,36,1,Semiurban,471,0.06,89639,335800,168170,N
Male,No,0,Graduate,No,252600,178300,14500000,360,1,Rural,696,0.06,505200,225839,2020800,Y
Female,No,0,Graduate,No,500000,0,10300000,360,0,Semiurban,684,0.07,8944,2500000,400143,N
Male,Yes,0,Graduate,No,278500,201600,11000000,360,1,Rural,706,0.05,278500,144115,278500,Y
Male,Yes,2,Graduate,Yes,663300,0,0,360,0,Rural,505,0.02,157439,0,236868,N
Male,Yes,1,Not Graduate,No,249200,237500,0,360,1,Rural,654,0.06,747600,148839,0,Y
Male,Yes,1,Graduate,No,333300,325000,15800000,360,1,Urban,660,0.08,0,101840,1999800,Y
Male,Yes,0,Not Graduate,No,245400,233300,18100000,360,0,Urban,674,0.07,141494,1717800,154709,N
Male,Yes,0,Graduate,No,359300,426600,13200000,180,0,Rural,534,0.02,5448,718600,296577,N
Male,Yes,1,Graduate,No,546800,103200,2600000,360,1,Semiurban,683,0.07,2734000,147942,1093600,Y
Female,No,0,Graduate,No,266700,162500,8400000,360,,Urban,659,0.09,1333500,206752,0,Y
Male,Yes,3+,Graduate,Yes,1013900,0,26000000,360,1,Semiurban,653,0.06,2027800,589978,2027800,Y
Male,Yes,0,Graduate,No,388700,266900,16200000,360,1,Semiurban,671,0.09,777400,259506,3498300,Y
Female,Yes,0,Graduate,No,418000,230600,18200000,360,1,Semiurban,702,0.08,1672000,69680,4180000,Y
Male,Yes,2,Not Graduate,No,367500,24200,10800000,360,1,Semiurban,650,0.08,1102500,227931,2572500,Y
Female,Yes,1,Graduate,Yes,1948400,0,60000000,360,1,Semiurban,714,0.09,1948400,1417935,11690400,Y
Male,Yes,0,Graduate,No,592300,205400,21100000,360,1,Rural,684,0.05,0,574983,5923000,Y
Male,No,0,Not Graduate,Yes,580000,0,13200000,360,1,Semiurban,717,0.05,2320000,579472,4060000,Y
Male,Yes,2,Graduate,No,879900,0,25800000,360,0,Urban,488,0.03,672918,7039200,810127,N
Male,Yes,0,Not Graduate,No,446700,0,12000000,360,,Rural,663,0.06,1340100,233040,2680200,Y
Male,No,0,Graduate,No,333300,0,7000000,360,1,Urban,716,0.05,999900,189537,333300,Y
Male,Yes,3+,Graduate,No,340000,250000,12300000,360,0,Rural,603,0.02,322296,680000,286487,N
Female,No,0,Graduate,No,237800,0,900000,360,1,Urban,590,0.07,49818,1902400,61313,N
Male,Yes,0,Graduate,No,316600,206400,10400000,360,0,Urban,406,0.04,56013,949800,313553,N
Male,Yes,1,Graduate,No,341700,175000,18600000,360,1,Urban,711,0.06,0,265385,1366800,Y
Male,Yes,,Graduate,No,511600,145100,16500000,360,0,Urban,547,0.07,377181,1534800,232023,N
Male,Yes,2,Graduate,No,1666600,0,27500000,360,1,Urban,713,0.06,3333200,149917,14999400,Y
Male,Yes,2,Not Graduate,No,612500,162500,18700000,480,1,Semiurban,485,0.06,598394,3675000,391511,N
Male,Yes,3+,Graduate,No,640600,0,15000000,360,1,Semiurban,449,0.04,460232,6406000,10612,N
Male,Yes,2,Graduate,No,315900,46100,10800000,84,1,Urban,714,0.07,631800,112119,2527200,Y
,Yes,0,Graduate,No,308700,221000,13600000,360,0,Semiurban,548,0.03,144097,926100,83854,N
Male,No,0,Graduate,No,322900,273900,11000000,360,1,Urban,692,0.05,968700,137642,2260300,Y
Male,Yes,1,Graduate,No,178200,223200,10700000,360,1,Rural,663,0.05,178200,109784,0,Y
Male,No,0,Graduate,,318200,291700,16100000,360,1,Urban,662,0.09,0,205418,954600,Y
Male,Yes,2,Graduate,No,654000,0,20500000,360,1,Semiurban,656,0.07,3270000,600341,5232000,Y
Male,No,0,Graduate,No,183600,3383700,9000000,360,1,Urban,623,0.03,35159,183600,182188,N
Female,Yes,0,Graduate,No,316600,0,3600000,360,1,Semiurban,655,0.09,316600,123002,633200,Y
Male,Yes,1,Graduate,No,188000,0,6100000,360,,Rural,488,0.05,2630,1880000,136173,N
Male,Yes,1,Graduate,No,278700,191700,14600000,360,0,Rural,603,0.07,123132,1393500,104802,N
Male,Yes,1,Graduate,No,428300,300000,17200000,84,1,Rural,653,0.06,107849,856600,244872,N
Male,Yes,0,Graduate,No,229700,152200,10400000,360,1,Urban,709,0.09,689100,86055,689100,Y
Female,No,0,Not Graduate,No,216500,0,7000000,360,1,Semiurban,694,0.08,866000,17305,1299000,Y
,No,0,Graduate,No,475000,0,9400000,360,1,Semiurban,680,0.08,475000,354470,4750000,Y
Male,Yes,2,Graduate,Yes,272600,0,10600000,360,0,Semiurban,495,0.05,183000,1363000,18487,N
Male,Yes,0,Graduate,No,300000,341600,5600000,180,1,Semiurban,685,0.08,300000,64370,300000,Y
Male,Yes,2,Graduate,Yes,600000,0,20500000,240,1,Semiurban,666,0.07,329314,1800000,397888,N
,No,3+,Graduate,Yes,935700,0,29200000,360,1,Semiurban,666,0.07,4678500,307924,8421300,Y
Male,Yes,0,Graduate,No,385900,330000,14200000,180,1,Rural,689,0.06,385900,374029,2315400,Y
Male,Yes,0,Graduate,Yes,1612000,0,26000000,360,1,Urban,685,0.07,8060000,975403,6448000,Y
Male,No,0,Not Graduate,No,383300,0,11000000,360,1,Rural,719,0.08,0,105045,3833000,Y
Male,Yes,2,Not Graduate,Yes,638300,100000,18700000,360,1,Rural,416,0.02,614148,2553200,179533,N
Male,No,,Graduate,No,298700,0,8800000,360,0,Semiurban,545,0.06,19124,1194800,230945,N
Male,Yes,0,Graduate,Yes,996300,0,18000000,360,1,Rural,656,0.09,0,529935,3985200,Y
Male,Yes,2,Graduate,No,578000,0,19200000,360,1,Urban,706,0.07,2890000,335461,1734000,Y
Female,No,3+,Graduate,,41600,4166700,35000000,180,,Urban,422,0.07,9872,83200,5009,N
Male,Yes,0,Not Graduate,,289400,279200,15500000,360,1,Rural,707,0.07,578800,130284,2604600,Y
Male,Yes,3+,Graduate,No,570300,0,12800000,360,1,Urban,707,0.08,1710900,545914,0,Y
Male,No,0,Graduate,No,367600,430100,17200000,360,1,Rural,692,0.08,367600,358610,2940800,Y
Female,Yes,1,Graduate,No,1200000,0,49600000,360,1,Semiurban,672,0.05,1200000,11894,7200000,Y
Male,Yes,0,Not Graduate,No,240000,380000,0,180,1,Urban,633,0.05,27154,1920000,70853,N
Male,Yes,1,Graduate,No,340000,250000,17300000,360,1,Semiurban,663,0.09,680000,255627,1700000,Y
Male,Yes,2,Not Graduate,No,398700,141100,15700000,360,1,Rural,696,0.08,1993500,221583,3189600,Y
Male,Yes,0,Graduate,No,323200,195000,10800000,360,1,Rural,710,0.08,0,186536,2908800,Y
Female,No,0,Graduate,No,290000,0,7100000,360,1,Rural,688,0.09,870000,155413,2900000,Y
Male,Yes,3+,Graduate,No,410600,0,4000000,180,1,Rural,661,0.08,0,262051,1231800,Y
Male,Yes,1,Graduate,No,807200,24000,25300000,360,1,Urban,720,0.06,807200,319814,7264800,Y
Male,Yes,2,Graduate,No,758300,0,18700000,360,1,Urban,678,0.08,0,710785,0,Y
Female,No,0,Graduate,Yes,458300,0,13300000,360,0,Semiurban,482,0.03,239721,458300,310439,N
